행정표준용어현황,,,,,,,,
NO,구분,용어명,용어영문명,영문약어명,정의,주제영역,등록일,상태
10116,표준어,적산법,INTEGRATION,INTEG,"積算法
 공사의 실비를 정확히 산출하기 위한 방법
[법률정의] (감정평가에관한규칙) 가격시점에 있어서의 대상물건의 가격을 기대이율로 곱하여 산정한 금액에 대상물건을 계속하여 임대차하는데 필요한 경비를 가산하여 임료를 산정하는 방법.
(공익사업을 위한 토지 등의 취득 및 보상에 관한 법률 시행규칙) 가격시점에서 대상물건의 가격을 기대이율로 곱한 금액에 대상물건을 계속 사용하는데 필요한 제경비를 더하여 대상물건의 사용료를 구하는 방법.
",토지정책,2006-11-17,사용중
10117,표준어,적색선하증권,RED BILL OF LANDING,RADBL,"선하증권과 보험증권을 결합시킨 형태로 증권에 기재된 화물이 항해중에 사고가 발생하면 이 사고에 대해서 선박회사가 보상해주는 선하증권

",수출입통관,2010-04-07,사용중
10118,표준어,적설,SNOWDRIFTS ,SNOWD,"적설(赤雪)[?썰][명사]한대(寒帶) 및 고산의 항설대(恒雪帶)에서, 눈 위에 붉은빛의 조류(藻類)가 번식하기 때문에 붉게 보이는 것.

",전자정부,2008-12-16,사용중
10119,표준어,적성,APTITUDE,APTD,"適性
 어떤 일에 알맞은 성질이나 적응 능력.
",전자정부,2006-11-17,사용중
10120,표준어,적시,PROPER TIME,PRPTM,"適時
 적당한 시기. 알맞은 때.
",전자정부,2006-11-17,사용중
10121,표준어,적십자,RED CROSS ,REDCRS,"적?십자(赤十字)[?씹짜][명사]\n1.흰 바탕에 붉은색의 십자를 그린 휘장. [적십자사의 표상.] \n2.
적십자기
의 준말. \n3.
적십자사
의 준말.

",전자정부,2008-12-16,사용중
10122,동의어,적요,SUMMARY,SUMRY,"摘要
 중요한 부분을 뽑아내어 적음, 또는 그렇게 적어 놓은 것.
",전자정부,2006-11-17,사용중
10123,표준어,적용,APPLICATION,APPLC,"適用
 알맞게 이용하거나 맞추어 씀.
",전자정부,2006-11-17,사용중
10124,표준어,적용일,APPLICATION DATE,APPLCDE,"適用日
 적용한 날짜
",전자정부,2006-11-17,사용중
10125,표준어,적응,ADAPTATION,ADAPT,"適應
 일정한 조건이나 환경 따위에 맞추어 응하거나 알맞게 됨.
",전자정부,2006-12-07,사용중
10126,표준어,적임,SUITABILITY,SUITBL,"適任
 어떤 임무나 일에 알맞음.
",전자정부,2006-11-17,사용중
10127,표준어,적입,STUFFING,STUFNG,"콘테이너 등에 수출할 물품이나 운송해야 할 물품을 채워넣는 작업

",관세 행정지원,2010-04-17,사용중
10128,표준어,적자,DEFICIT,DEFCT,"赤字
 지출이 수입보다 많아서 생기는 결손액.
",전자정부,2006-12-07,사용중
10129,표준어,적재,LOADING,LDADNG,"積載
 짐을 실음
",전자정부,2006-11-17,사용중
10130,표준어,적재기간연장,EXTENSION OF LOADING PERIOD,EXLPERD,"수출신고 수리후 적재기간을 연장하는 것

",수출입통관,2010-04-26,사용중
10131,표준어,적재물,CARGO ON BOARD,CRGBRD,"선박, 차량 따위의 운송 수단에 실은 물건이나 짐.

",전자정부,2010-02-24,사용중
10132,표준어,적재의무기간,TERM OF LOADING OBLIGATION,TLOBLG,"수출물품을 수리일로부터 30일내에 적재하여야 하는 기간

",수출입통관,2010-04-26,사용중
10133,표준어,적재하중,LOADING LOAD,LDADNGLD,"積載荷重
 [법률정의] (건축물의 구조기준 등에 관한 규칙) 건축물의 각 실별?바닥별 용도에 따라 그 속에 수용되는 사람과 적재되는 물품 등의 중량으로 인한 수직하중.
",도시정책,2006-11-17,사용중
10134,표준어,적절,PROPER,PRPER,"適切
 꼭 알맞음
",전자정부,2006-11-17,사용중
10135,표준어,적정,PROPRIETY,PROPRT,"適正
 알맞고 바름.
",전자정부,2006-11-17,사용중
10136,표준어,적정가격,PROPRIETY PRICE,PRTPC,"適正價格
 [법률정의] (부동산가격공시및감정평가에관한법률) 당해 토지 및 주택에 대하여 통상적인 시장에서 정상적인 거래가 이루어지는 경우 성립될 가능성이 가장 높다고 인정되는 가격.
",전자정부,2006-11-17,사용중
10137,표준어,적정공기,PROPRIETY AIR,PRTAIR,"適正空氣
 [법률정의] (산업보건기준에관한규칙) 산소농도의 범위가 18퍼센트 이상 23.5퍼센트 미만, 탄산가스의 농도가 1.5퍼센트 미만, 황화수소의 농도가 10피피엠 미만인 수준의 공기.
",산업재해예방,2006-11-17,사용중
10138,표준어,적조현상,RED TIDE PHENOMENON,RTDPHM,"赤潮現象
 [법률정의] (농어업재해대책법시행령) 바닷물에 부유생물이 급증하여 산소가 부족하게 되거나 독성이 발생하는 현상.
",수산자원 관리 및 조성,2006-11-17,사용중
10139,표준어,적지,SUITABLE LAND,STBLND,"무엇을 하기에 조건이 알맞은 땅.

",전자정부,2010-02-24,사용중
10140,표준어,적체,PILEUP,PILEUP,"積滯
 쌓이고 쌓여 제대로 통하지 못하고 막힘
",전자정부,2006-11-17,사용중
10141,표준어,적출,EXTRACTION,EXTRAC,"콘테이너 등에 보관되어 있는 물품을 운송이나 보관을 위하여 꺼집어 내는 것

",수출입통관,2010-04-06,사용중
10142,표준어,적출,EXTRACTING,EXTRCTG,"감추어져 있던 것을 들추어냄.

",전자정부,2010-02-24,사용중
10143,표준어,적출입,EXTRACTION AND STUFFING,EXRSTUF,"콘테이너 등에 물품을 운송이나 보관을 위하여 채워넣는 적입과 콘테이너에서 물품을 꺼집어 내는 적출을 함께 지칭.

",수출입통관,2010-04-26,사용중
10144,동의어,적치,ACCUMULATION,ACCML,"積置
 쌓아 둠.
",전자정부,2006-11-17,사용중
10145,표준어,적하목록,CARGO MANIFEST,CMST,"積荷目錄
 국내에 입출항하는 모든 선박이나 항공기에 적재된 화물의 총괄목록으로 화물의 총량관리를 위하여 생성된 화물정보.
",세관행정,2006-11-17,사용중
10146,표준어,적하목록관리번호,MANIFEST REFERENCE NUMBER,MRNUM,"선사 또는 항공사가 작성한 Maste
 적하목록을 세관에 제출할 때에 선사 또는 항공사가 부여한 제출 일련번호로서, 제출년도(숫자 2자리)+선사부호(영문자 4자리)+일련번호(숫자 4자리)+오류검증부호(숫자 1자리)로 구성된다.

",수출입통관,2010-02-26,사용중
10147,표준어,적하목록오류,MANIFEST DISCREPANCY,MAFDISR,"제출된 적하목록상의 정정대상항목

",수출입통관,2010-04-26,사용중
10148,표준어,적하목록작성책임자,QUALIFIED PERSON TO MAKE OUT MANIFEST,QPMMANF,"관세법상 적하목록을 작성할 수 있는 자격을 가진 자

",수출입통관,2010-04-26,사용중
10149,표준어,적하목록정정,CORRECTION OF MANIFEST,CORMANF,"세관에 제출된 적하목록이 화물에 이상이 있어 선사 또는 화주가 요청하여 정정하는 것

",수출입통관,2010-04-26,사용중
10150,표준어,적하목록제출의무자,MANIFEST PRESENTER UNDER OBLIGATION ,MPUOBLG,"외국무역선(기)을 운항하는 선박회사(대리점포함)및 항공사(대리점 및 공동운항 항공사 포함)로 입출항적하목록의 제출의무자

",수출입통관,2010-04-26,사용중
10151,표준어,적하목록취합시스템,MANIFEST CONSOLIDATION SYSTEM,MFCS,"선사 또는 항공사가 전송하는 Maste
 적하목록과 포워더가 전송하는 House 적하목록을 취합하여 세관에 EDI방식으로 전송하는 시스템을 말한다

",정보화 및 국제협력,2010-02-23,사용중
10152,표준어,적하보험,INSURANCE ON CARGO,IRNC,"積荷保險
 해상 보험의 하나로 배에 실은 짐이 없어지거나 헐거나 깨졌을 때에 생기는 재산상의 손해를 보충할 목적으로 가입하는 보험이다.
",전자정부,2006-11-17,사용중
10153,표준어,적합,SUITABILITY,STBLT,"適合
 알맞게 들어맞음.
",전자정부,2006-11-17,사용중
10154,표준어,전,BEFORE,BFE,"이전

",전자정부,2008-12-15,사용중
10155,표준어,전각,EM,EM,"全角
 인쇄에서,활자나 공목(空木) 따위의 폭의 전체 길이
",전자정부,2006-11-17,사용중
10156,표준어,전개,UNFOLDING,UNFLD,"열리어 나타남.

",전자정부,2010-02-24,사용중
10157,표준어,전결,DECIDING ARBITRARILY,DCRB,"專決
 단독 책임으로 결정함
",전자정부,2006-11-17,사용중
10158,동의어,전경,RIOT POLICE,RPLICE,"서울특별시장?광역시장?도지사?해양 경찰대장에 소속되어, 대간첩 작전 및 경비 임무 따위를 수행하는 경찰.
",경비,2006-11-24,사용중
10159,표준어,전고,TOTAL HEIGHT,TTHGH,"어떤 대상의 전체 높이.

",전자정부,2010-02-24,사용중
10160,표준어,전공,MAJOR,MAJOR,"專攻
 어느 한 분야를 전문적으로 연구함. 또는 그 분야
",전자정부,2006-11-17,사용중
10161,표준어,전공의,APPRENTICE DOCTOR,ARTR,"專攻醫
 [법률정의] (전문의의수련및자격인정등에관한규정) 수련병원 또는 수련기관에서 전문의의 자격을 취득하기 위하여 수련을 받는 인턴 및 레지던트.
",국립의료원 지원,2006-11-17,사용중
10162,표준어,전과,CHANGE OF ONE´S MAJOR STUDY,CNGDY,"轉科
 학과 따위를 옮김
[법률정의] (경찰공무원임용령) 경과의 변경.
",전자정부,2006-11-17,사용중
10163,표준어,전과기록,RAP SHEET,RAPSHT,"轉過記錄
 [법률정의] (형의 실효 등에 관한 법률) 수형인명부?수형인명표 및 범죄경력자료.
",교정활동,2006-11-17,사용중
10164,표준어,전과일련번호,RAP SN,RAPSN,"전과기록에 대한 고유번호

",과학수사,2009-12-29,사용중
10165,표준어,전과정평가,LIFE CYCLE ASSESSMENT,LCA,"제품 제조공정 및 서비스를 포함한 모든 산업 활동이 환경에 미치는 영향을 평가하는 방법으로 제품의 원료채취, 제조, 사용 및 폐기처리에 이르는 전 과정에 걸쳐 소모되고 배출되는 물질과 에너지의 양을 정량화하여 이들이 환경에 미치는 영향을 평가하고 환경개선을 모색하는 평가방법. 전과정평가연구는 1960년대 포장재료의 에너지 소비량을 비교하기 위한 연구를 시작으로 현재 전 세계의 다양한 분야에서 활용되고 있으며, ISO14040으로 규격이 표준화되었다. 전과정평가를 통해 환경보고서 등 기업의 환경경영활동의 각종 정량적 환경성 정보를 제공함으로써 환경, 경제적으로 우위에 있는 제품을 개발하고 환경친화적 공급망 관리를 통한 기업경쟁력을 확보할 수 있다. 기업뿐만 아니라 환경라벨링 제도, 통합폐기물관리 정책, 사업장폐기물 감량화, 포장재 재활용 등 공공부문에서도 활용의 가치가 높다.

",관세 행정지원,2010-02-26,사용중
10166,표준어,전과지문가치번호,RAP FNGPRT VALU NO,RAPFVN,"수사카드에 대한 전과지문 가치번호

",과학수사,2009-12-29,사용중
10167,표준어,전광판,BOARD ,BOARD,"전ː광?판(電光板)[명사]
전광게시판
의 준말.

",전자정부,2008-12-16,사용중
10168,표준어,전국,WHOLE COUNTRY,WNTY,"全國
 온 나라
",전자정부,2006-11-17,사용중
10169,표준어,전국공통선별기준,CENTRAL REVIEW SELECTIVITY,CNTRLRS,"관세청장이 심사대상선별시스템에 등록한 기준으로서 전국세관에 공통으로 적용되는 선별기준을 말한다.

",관세심사,2010-02-26,사용중
10170,표준어,전권대사,AMBASSADOR PLENIPOTENTIARY,ABSPLNP,"全權大使
 나라를 대표하여 다른 나라에 파견되어 외교를 맡아보는 최고 직급.
",외교통상 행정지원,2006-11-17,사용중
10171,표준어,전기,ELECTRICITY,ELCTY,"電氣
 물질 안에 있는 전자 또는 공간에 있는 자유 전자나 이온들의 움직임 때문에 생기는 에너지의 한 형태.
",전자정부,2006-11-17,사용중
10172,표준어,전기,FORMER TERM,FRMTRM,"前期
 어떤 기간을 두 기(期)로 나누었을 때 그 앞의 기간
",전자정부,2006-11-17,사용중
10173,표준어,전기공사,ELECTRIC WORK,ETWR,"電氣工事
 [법률정의] (전기공사업법) 다음 각목의 1에 해당하는 설비등을 설치?유지?보수하는 공사 및 이에 따른 부대공사로서 대통령령이 정하는 것. 가. 전기사업법 제2조제14호의 규정에 의한 전기설비 나. 전력사용장소에서 전력을 이용하기 위한 전기계장설비 다. 전기에 의한 신호표지
",에너지 및 자원정책,2006-11-17,사용중
10174,표준어,전기공사기술자,ELECTRIC WORK ENGINEER,ETCRR,"電氣工事技術者
 [법률정의] (전기공사업법) 다음 각목의 1에 해당하는 자로서 제17조의2의 규정에 의하여 산업자원부장관의 인정을 받은 자. 가. 국가기술자격법에 의한 전기분야의 기술자격을 취득한 자 나. 일정한 학력과 전기분야에 관한 경력을 가진 자
",에너지 및 자원정책,2006-11-17,사용중
10175,표준어,전기말,FIRST TERM END,FSTRM,"前期末
 어떤 기간을 두 기(期)로 나누었을 때 그 앞의 기간의 끝
[법률정의] (사학기관 재무?회계 규칙에 대한 특례규칙) 전 회계연도의 말일.
",전자정부,2006-11-17,사용중
10176,표준어,전기사업,ELECTRICAL INDUSTRY,ELDTY,"電氣事業
 [법률정의] (전기사업법) 발전사업?송전사업?배전사업?전기판매사업 및 구역전기사업.
",전력산업경쟁력강화 및 전력수급안정,2006-11-17,사용중
10177,표준어,전기사업용전기설비,ELECTRICITY BUSINESS ELECTRICAL DEVICE,EBRLV,"電氣事業用電氣設備
 [법률정의] (전기사업법) 전기설비중 전기사업자가 전기사업에 사용하는 전기설비.
",전력산업경쟁력강화 및 전력수급안정,2006-11-17,사용중
10178,표준어,전기사업자,ELECTRICITY BUSINESSMAN,ELCTYBSNM,"電氣事業者
 [법률정의] (농어촌 전기공급사업 촉진법) 한국전력공사법에 의한 한국전력공사.
(전기사업법) 발전사업자?송전사업자?배전사업자?전기판매사업자 및 구역전기사업자.
",전력산업경쟁력강화 및 전력수급안정,2006-11-17,사용중
10179,표준어,전기설비,ELECTRICAL DEVICE,ELTL,"電氣事業者
 [법률정의] (전기사업법) 발전?송전?변전?배전 또는 전기사용을 위하여 설치하는 기계?기구?댐?수로?저수지?전선로?보안통신선로 기타의 설비(댐건설 및 주변지역지원 등에 관한 법률에 의하여 건설되는 댐 및 저수지와 선박?차량 또는 항공기에 설치되는 것 기타 대통령령이 정하는 것을 제외한다)로서 다음 각목의 것. 가. 전기사업용전기설비 나. 일반용전기설비 다. 자가용전기설비
",전력산업경쟁력강화 및 전력수급안정,2006-11-17,사용중
10180,표준어,전기수용설비,ELECTRIC INSTALLATIONS AND EQUIPMENT,ENSLQ,"電氣收容設備
 [법률정의] (전기사업법 시행규칙) 수전설비와 구내배전설비.
",전력산업경쟁력강화 및 전력수급안정,2006-11-17,사용중
10181,표준어,전기실,ELECTRICITY ROOM,ELCRM,"변전소로부터 받은 고압 또는 특별고압의 전기를 저압으로 바꾸어 조명, 동력, 신호 및 통신 등 부대용 전원을 공급하는 곳.

",전자정부,2010-02-24,사용중
